"Provplats ID (VISS)","Provplats ID (Stationsregistret)","Mätvariabel","Trend","p-värde","Period"
"SE633520-153920",,"Alkalinitet","minskande",6e-4,"6"
"SE633520-153920",,"Konduktivitet","neutral",0.3815,"6"
"SE633520-153920",,"Oorganiskt kväve","ökande",0.004,"6"
"SE633520-153920",,"Lättillgänglig fosfor","neutral",0.4123,"6"
"SE633520-153920",,"Sulfat","neutral",0.1395,"6"
"SE633520-153920",,"Kisel","ökande",0.0017,"6"
"SE633520-153920",,"Totalt organiskt kol","ökande",0,"6"
"SE633520-153920",,"Totalkväve","ökande",0.0038,"6"
"SE633520-153920",,"Totalfosfor","neutral",0.383,"6"
"SE633520-153920",,"pH","neutral",0.1713,"6"
"SE633520-153920",,"Temperatur - vår","neutral",0.4524,"6"
"SE653621-125394",,"Brunhet","ökande",0,"6"
"SE653621-125394",,"Alkalinitet","minskande",0.0024,"6"
"SE653621-125394",,"Konduktivitet","minskande",0.0162,"6"
"SE653621-125394",,"Oorganiskt kväve","neutral",1,"6"
"SE653621-125394",,"Lättillgänglig fosfor","neutral",0.097,"6"
"SE653621-125394",,"Sulfat","neutral",0.3269,"6"
"SE653621-125394",,"Kisel","ökande",0.0013,"6"
"SE653621-125394",,"Totalt organiskt kol","ökande",0,"6"
"SE653621-125394",,"Totalkväve","ökande",0.0019,"6"
"SE653621-125394",,"Totalfosfor","ökande",0.0022,"6"
"SE653621-125394",,"pH","minskande",0.0164,"6"
"SE653621-125394",,"Temperatur - vår","neutral",0.8065,"6"
"SE720990-147270",,"Brunhet","ökande",0.0109,"6"
"SE720990-147270",,"Alkalinitet","minskande",0.0468,"6"
"SE720990-147270",,"Konduktivitet","neutral",0.1547,"6"
"SE720990-147270",,"Oorganiskt kväve","minskande",0.035,"6"
"SE720990-147270",,"Lättillgänglig fosfor","neutral",0.0635,"6"
"SE720990-147270",,"Sulfat","minskande",0.0079,"6"
"SE720990-147270",,"Kisel","neutral",0.1857,"6"
"SE720990-147270",,"Totalt organiskt kol","ökande",0.0393,"6"
"SE720990-147270",,"Totalkväve","neutral",1,"6"
"SE720990-147270",,"Totalfosfor","neutral",0.5673,"6"
"SE720990-147270",,"pH","neutral",0.2142,"6"
"SE720990-147270",,"Temperatur - vår","neutral",1,"6"
"SE669500-163246",,"Brunhet","ökande",3e-4,"6"
"SE669500-163246",,"Alkalinitet","neutral",0.7856,"6"
"SE669500-163246",,"Konduktivitet","neutral",0.7856,"6"
"SE669500-163246",,"Oorganiskt kväve","neutral",0.2123,"6"
"SE669500-163246",,"Lättillgänglig fosfor","neutral",0.2919,"6"
"SE669500-163246",,"Sulfat","neutral",0.1419,"6"
"SE669500-163246",,"Kisel","ökande",0.002,"6"
"SE669500-163246",,"Totalt organiskt kol","ökande",2e-4,"6"
"SE669500-163246",,"Totalkväve","neutral",0.2548,"6"
"SE669500-163246",,"Totalfosfor","neutral",0.1739,"6"
"SE669500-163246",,"pH","neutral",1,"6"
"SE669500-163246",,"Temperatur - vår","neutral",0.7071,"6"
"SE631625-133602",,"Brunhet","neutral",0.0927,"6"
"SE631625-133602",,"Alkalinitet","neutral",0.6639,"6"
"SE631625-133602",,"Konduktivitet","minskande",1e-4,"6"
"SE631625-133602",,"Oorganiskt kväve","neutral",0.6639,"6"
"SE631625-133602",,"Lättillgänglig fosfor","neutral",0.5518,"6"
"SE631625-133602",,"Sulfat","neutral",0.1726,"6"
"SE631625-133602",,"Kisel","neutral",0.9564,"6"
"SE631625-133602",,"Totalt organiskt kol","neutral",0.5146,"6"
"SE631625-133602",,"Totalkväve","neutral",0.9567,"6"
"SE631625-133602",,"Totalfosfor","neutral",0.7023,"6"
"SE631625-133602",,"pH","neutral",0.6245,"6"
"SE631625-133602",,"Temperatur - vår","neutral",0.7071,"6"
"SE672924-157224",,"Brunhet","ökande",0.0469,"6"
"SE672924-157224",,"Alkalinitet","minskande",9e-4,"6"
"SE672924-157224",,"Konduktivitet","neutral",0.1223,"6"
"SE672924-157224",,"Oorganiskt kväve","ökande",0.0273,"6"
"SE672924-157224",,"Lättillgänglig fosfor","neutral",0.075,"6"
"SE672924-157224",,"Sulfat","neutral",0.12,"6"
"SE672924-157224",,"Kisel","ökande",3e-4,"6"
"SE672924-157224",,"Totalt organiskt kol","neutral",0.2443,"6"
"SE672924-157224",,"Totalkväve","neutral",0.4397,"6"
"SE672924-157224",,"Totalfosfor","ökande",0.0094,"6"
"SE672924-157224",,"pH","neutral",0.5065,"6"
"SE703055-166572",,"Brunhet","ökande",0,"6"
"SE703055-166572",,"Alkalinitet","minskande",0,"6"
"SE703055-166572",,"Konduktivitet","minskande",0.0091,"6"
"SE703055-166572",,"Oorganiskt kväve","ökande",0.012,"6"
"SE703055-166572",,"Lättillgänglig fosfor","neutral",0.8602,"6"
"SE703055-166572",,"Sulfat","neutral",0.8625,"6"
"SE703055-166572",,"Kisel","ökande",1e-4,"6"
"SE703055-166572",,"Totalt organiskt kol","ökande",4e-4,"6"
"SE703055-166572",,"Totalkväve","neutral",0.3014,"6"
"SE703055-166572",,"Totalfosfor","neutral",0.8265,"6"
"SE703055-166572",,"pH","minskande",0,"6"
"SE703055-166572",,"Temperatur - vår","neutral",0.7071,"6"
"SE638491-166721",,"Brunhet","neutral",0.4559,"6"
"SE638491-166721",,"Alkalinitet","neutral",0.9088,"6"
"SE638491-166721",,"Konduktivitet","neutral",0.5267,"6"
"SE638491-166721",,"Oorganiskt kväve","neutral",0.7312,"6"
"SE638491-166721",,"Lättillgänglig fosfor","neutral",0.3247,"6"
"SE638491-166721",,"Sulfat","neutral",0.1062,"6"
"SE638491-166721",,"Kisel","neutral",0.9534,"6"
"SE638491-166721",,"Totalt organiskt kol","minskande",0.0026,"6"
"SE638491-166721",,"Totalkväve","neutral",0.9088,"6"
"SE638491-166721",,"Totalfosfor","neutral",0.3596,"6"
"SE638491-166721",,"pH","neutral",0.5267,"6"
"SE638491-166721",,"Temperatur - vår","neutral",1,"6"
"SE646771-129330",,"Brunhet","neutral",0.184,"6"
"SE646771-129330",,"Alkalinitet","neutral",0.0898,"6"
"SE646771-129330",,"Konduktivitet","neutral",0.2096,"6"
"SE646771-129330",,"Oorganiskt kväve","minskande",0.0344,"6"
"SE646771-129330",,"Lättillgänglig fosfor","neutral",0.1038,"6"
"SE646771-129330",,"Sulfat","neutral",0.0872,"6"
"SE646771-129330",,"Kisel","minskande",0,"6"
"SE646771-129330",,"Totalt organiskt kol","minskande",0.0039,"6"
"SE646771-129330",,"Totalkväve","neutral",0.1032,"6"
"SE646771-129330",,"Totalfosfor","neutral",0.9567,"6"
"SE646771-129330",,"pH","neutral",0.5472,"6"
"SE646771-129330",,"Temperatur - vår","neutral",0.1329,"6"
"SE641071-127372",,"Brunhet","neutral",0.1332,"6"
"SE641071-127372",,"Alkalinitet","neutral",0.5021,"6"
"SE641071-127372",,"Konduktivitet","neutral",0.184,"6"
"SE641071-127372",,"Oorganiskt kväve","neutral",0.0673,"6"
"SE641071-127372",,"Lättillgänglig fosfor","neutral",0.1473,"6"
"SE641071-127372",,"Sulfat","neutral",0.866,"6"
"SE641071-127372",,"Kisel","minskande",2e-4,"6"
"SE641071-127372",,"Totalt organiskt kol","neutral",0.2171,"6"
"SE641071-127372",,"Totalkväve","neutral",0.0774,"6"
"SE641071-127372",,"Totalfosfor","neutral",0.2936,"6"
"SE641071-127372",,"pH","neutral",0.3444,"6"
"SE641071-127372",,"Temperatur - vår","neutral",0.0603,"6"
"SE640085-138148",,"Brunhet","ökande",0.0193,"6"
"SE640085-138148",,"Alkalinitet","neutral",0.1924,"6"
"SE640085-138148",,"Konduktivitet","minskande",0.0147,"6"
"SE640085-138148",,"Oorganiskt kväve","neutral",0.4808,"6"
"SE640085-138148",,"Lättillgänglig fosfor","neutral",0.2905,"6"
"SE640085-138148",,"Sulfat","minskande",0.0499,"6"
"SE640085-138148",,"Kisel","neutral",0.4724,"6"
"SE640085-138148",,"Totalt organiskt kol","neutral",0.1147,"6"
"SE640085-138148",,"Totalkväve","ökande",0.0147,"6"
"SE640085-138148",,"Totalfosfor","neutral",0.447,"6"
"SE640085-138148",,"pH","neutral",0.4457,"6"
"SE640085-138148",,"Temperatur - vår","neutral",1,"6"
"SE620277-140091",,"Brunhet","neutral",0.1513,"6"
"SE620277-140091",,"Alkalinitet","neutral",0.1223,"6"
"SE620277-140091",,"Konduktivitet","neutral",0.6189,"6"
"SE620277-140091",,"Oorganiskt kväve","neutral",0.3205,"6"
"SE620277-140091",,"Lättillgänglig fosfor","neutral",0.3838,"6"
"SE620277-140091",,"Sulfat","neutral",0.9116,"6"
"SE620277-140091",,"Kisel","neutral",0.0682,"6"
"SE620277-140091",,"Totalt organiskt kol","ökande",0.0408,"6"
"SE620277-140091",,"Totalkväve","neutral",0.4071,"6"
"SE620277-140091",,"Totalfosfor","neutral",0.3474,"6"
"SE620277-140091",,"pH","neutral",0.2443,"6"
"SE620277-140091",,"Temperatur - vår","neutral",1,"6"
"SE642969-145547",,"Brunhet","ökande",0.0056,"6"
"SE642969-145547",,"Alkalinitet","minskande",9e-4,"6"
"SE642969-145547",,"Konduktivitet","neutral",0.1501,"6"
"SE642969-145547",,"Oorganiskt kväve","ökande",0,"6"
"SE642969-145547",,"Lättillgänglig fosfor","ökande",5e-4,"6"
"SE642969-145547",,"Sulfat","neutral",0.2219,"6"
"SE642969-145547",,"Kisel","ökande",0.0042,"6"
"SE642969-145547",,"Totalt organiskt kol","ökande",0,"6"
"SE642969-145547",,"Totalkväve","ökande",0,"6"
"SE642969-145547",,"Totalfosfor","ökande",0.0273,"6"
"SE642969-145547",,"pH","minskande",0.023,"6"
"SE642969-145547",,"Temperatur - vår","neutral",0.7071,"6"
"SE710354-155465",,"Brunhet","ökande",0.0048,"6"
"SE710354-155465",,"Alkalinitet","minskande",0.0033,"6"
"SE710354-155465",,"Konduktivitet","minskande",0.0402,"6"
"SE710354-155465",,"Oorganiskt kväve","ökande",0.0337,"6"
"SE710354-155465",,"Lättillgänglig fosfor","minskande",0.0019,"6"
"SE710354-155465",,"Sulfat","minskande",0,"6"
"SE710354-155465",,"Kisel","neutral",0.722,"6"
"SE710354-155465",,"Totalt organiskt kol","ökande",0.0189,"6"
"SE710354-155465",,"Totalkväve","neutral",0.0765,"6"
"SE710354-155465",,"Totalfosfor","neutral",0.1476,"6"
"SE710354-155465",,"pH","minskande",0.0408,"6"
"SE710354-155465",,"Temperatur - vår","neutral",0.7071,"6"
"SE708380-145455",,"Brunhet","ökande",9e-4,"6"
"SE708380-145455",,"Alkalinitet","minskande",0.0301,"6"
"SE708380-145455",,"Konduktivitet","neutral",0.1748,"6"
"SE708380-145455",,"Oorganiskt kväve","neutral",0.0752,"6"
"SE708380-145455",,"Lättillgänglig fosfor","neutral",0.2781,"6"
"SE708380-145455",,"Sulfat","neutral",0.9016,"6"
"SE708380-145455",,"Kisel","ökande",0.0085,"6"
"SE708380-145455",,"Totalt organiskt kol","ökande",0.0022,"6"
"SE708380-145455",,"Totalkväve","neutral",0.0773,"6"
"SE708380-145455",,"Totalfosfor","ökande",0.0177,"6"
"SE708380-145455",,"pH","minskande",0.0438,"6"
"SE708380-145455",,"Temperatur - vår","neutral",0.4624,"6"
"SE693587-158205",,"Brunhet","ökande",7e-4,"6"
"SE693587-158205",,"Alkalinitet","neutral",0.3834,"6"
"SE693587-158205",,"Konduktivitet","neutral",0.587,"6"
"SE693587-158205",,"Oorganiskt kväve","ökande",0.0028,"6"
"SE693587-158205",,"Lättillgänglig fosfor","minskande",0.0174,"6"
"SE693587-158205",,"Sulfat","ökande",1e-4,"6"
"SE693587-158205",,"Kisel","ökande",3e-4,"6"
"SE693587-158205",,"Totalt organiskt kol","ökande",0.0069,"6"
"SE693587-158205",,"Totalkväve","neutral",0.3014,"6"
"SE693587-158205",,"Totalfosfor","neutral",0.8696,"6"
"SE693587-158205",,"pH","minskande",3e-4,"6"
"SE693587-158205",,"Temperatur - vår","neutral",1,"6"
"SE732407-183604",,"Brunhet","neutral",0.581,"6"
"SE732407-183604",,"Alkalinitet","neutral",0.6988,"6"
"SE732407-183604",,"Konduktivitet","neutral",0.6988,"6"
"SE732407-183604",,"Oorganiskt kväve","neutral",0.1196,"6"
"SE732407-183604",,"Lättillgänglig fosfor","neutral",0.681,"6"
"SE732407-183604",,"Sulfat","neutral",0.4056,"6"
"SE732407-183604",,"Kisel","neutral",0.4967,"6"
"SE732407-183604",,"Totalt organiskt kol","neutral",0.5432,"6"
"SE732407-183604",,"Totalkväve","minskande",0.0469,"6"
"SE732407-183604",,"Totalfosfor","neutral",0.9112,"6"
"SE732407-183604",,"pH","neutral",0.8235,"6"
"SE732407-183604",,"Temperatur - vår","neutral",0.5661,"6"
"SE749870-169055",,"Brunhet","neutral",0.5484,"6"
"SE749870-169055",,"Alkalinitet","neutral",0.8695,"6"
"SE749870-169055",,"Konduktivitet","neutral",0.1911,"6"
"SE749870-169055",,"Oorganiskt kväve","neutral",0.546,"6"
"SE749870-169055",,"Lättillgänglig fosfor","neutral",0.1628,"6"
"SE749870-169055",,"Sulfat","neutral",0.382,"6"
"SE749870-169055",,"Kisel","neutral",0.4669,"6"
"SE749870-169055",,"Totalt organiskt kol","neutral",0.5456,"6"
"SE749870-169055",,"Totalkväve","minskande",0.0257,"6"
"SE749870-169055",,"Totalfosfor","neutral",0.4118,"6"
"SE749870-169055",,"pH","neutral",0.913,"6"
"SE749870-169055",,"Temperatur - vår","neutral",0.7071,"6"
"SE753778-181417",,"Brunhet","neutral",0.7445,"6"
"SE753778-181417",,"Alkalinitet","neutral",0.4457,"6"
"SE753778-181417",,"Konduktivitet","neutral",0.3283,"6"
"SE753778-181417",,"Oorganiskt kväve","neutral",0.0918,"6"
"SE753778-181417",,"Lättillgänglig fosfor","neutral",0.0958,"6"
"SE753778-181417",,"Sulfat","neutral",0.0624,"6"
"SE753778-181417",,"Kisel","neutral",0.9556,"6"
"SE753778-181417",,"Totalt organiskt kol","neutral",0.2109,"6"
"SE753778-181417",,"Totalkväve","minskande",0,"6"
"SE753778-181417",,"Totalfosfor","minskande",9e-4,"6"
"SE753778-181417",,"pH","neutral",0.5146,"6"
"SE753778-181417",,"Temperatur - vår","neutral",0.5661,"6"
"SE666294-137309",,"Brunhet","neutral",0.1079,"6"
"SE666294-137309",,"Alkalinitet","neutral",0.2233,"6"
"SE666294-137309",,"Konduktivitet","neutral",0.2443,"6"
"SE666294-137309",,"Oorganiskt kväve","neutral",0.5432,"6"
"SE666294-137309",,"Lättillgänglig fosfor","neutral",0.0778,"6"
"SE666294-137309",,"Sulfat","neutral",0.2107,"6"
"SE666294-137309",,"Kisel","ökande",0.001,"6"
"SE666294-137309",,"Totalt organiskt kol","neutral",0.1344,"6"
"SE666294-137309",,"Totalkväve","neutral",0.8248,"6"
"SE666294-137309",,"Totalfosfor","neutral",0.1657,"6"
"SE666294-137309",,"pH","neutral",0.0516,"6"
"SE666294-137309",,"Temperatur - vår","neutral",0.0603,"6"
"SE617263-135608",,"Brunhet","neutral",0.0822,"6"
"SE617263-135608",,"Alkalinitet","neutral",0.9135,"6"
"SE617263-135608",,"Konduktivitet","neutral",0.0727,"6"
"SE617263-135608",,"Oorganiskt kväve","neutral",0.0927,"6"
"SE617263-135608",,"Lättillgänglig fosfor","neutral",0.382,"6"
"SE617263-135608",,"Sulfat","ökande",0.0186,"6"
"SE617263-135608",,"Kisel","ökande",0,"6"
"SE617263-135608",,"Totalt organiskt kol","neutral",0.0927,"6"
"SE617263-135608",,"Totalkväve","neutral",0.1579,"6"
"SE617263-135608",,"Totalfosfor","neutral",0.0577,"6"
"SE617263-135608",,"pH","neutral",0.2123,"6"
"SE617263-135608",,"Temperatur - vår","neutral",0.7071,"6"
"SE641953-137406",,"Brunhet","ökande",0.002,"6"
"SE641953-137406",,"Alkalinitet","minskande",4e-4,"6"
"SE641953-137406",,"Konduktivitet","minskande",0.0099,"6"
"SE641953-137406",,"Oorganiskt kväve","ökande",1e-4,"6"
"SE641953-137406",,"Lättillgänglig fosfor","neutral",0.0637,"6"
"SE641953-137406",,"Sulfat","neutral",0.5656,"6"
"SE641953-137406",,"Kisel","neutral",1,"6"
"SE641953-137406",,"Totalt organiskt kol","ökande",0.0049,"6"
"SE641953-137406",,"Totalkväve","ökande",0,"6"
"SE641953-137406",,"Totalfosfor","neutral",0.0669,"6"
"SE641953-137406",,"pH","neutral",0.2253,"6"
"SE641953-137406",,"Temperatur - vår","neutral",1,"6"
"SE735526-183905",,"Brunhet","minskande",0.0016,"6"
"SE735526-183905",,"Alkalinitet","neutral",0.2308,"6"
"SE735526-183905",,"Konduktivitet","neutral",0.2308,"6"
"SE735526-183905",,"Oorganiskt kväve","ökande",0.0028,"6"
"SE735526-183905",,"Lättillgänglig fosfor","minskande",2e-4,"6"
"SE735526-183905",,"Sulfat","ökande",0.0106,"6"
"SE735526-183905",,"Kisel","neutral",0.9127,"6"
"SE735526-183905",,"Totalt organiskt kol","neutral",0.064,"6"
"SE735526-183905",,"Totalkväve","neutral",0.7856,"6"
"SE735526-183905",,"Totalfosfor","neutral",0.1032,"6"
"SE735526-183905",,"pH","neutral",0.4747,"6"
"SE735526-183905",,"Temperatur - vår","neutral",1,"6"
"SE703626-153615",,"Brunhet","ökande",0,"6"
"SE703626-153615",,"Alkalinitet","minskande",9e-4,"6"
"SE703626-153615",,"Konduktivitet","minskande",0.0193,"6"
"SE703626-153615",,"Oorganiskt kväve","neutral",0.9132,"6"
"SE703626-153615",,"Lättillgänglig fosfor","minskande",0.0459,"6"
"SE703626-153615",,"Sulfat","ökande",4e-4,"6"
"SE703626-153615",,"Kisel","ökande",0,"6"
"SE703626-153615",,"Totalt organiskt kol","ökande",1e-4,"6"
"SE703626-153615",,"Totalkväve","ökande",2e-4,"6"
"SE703626-153615",,"Totalfosfor","neutral",0.3268,"6"
"SE703626-153615",,"pH","minskande",0.0013,"6"
"SE703626-153615",,"Temperatur - vår","neutral",0.4524,"6"
"SE708485-154920",,"Brunhet","ökande",0.0033,"6"
"SE708485-154920",,"Alkalinitet","minskande",0.0046,"6"
"SE708485-154920",,"Konduktivitet","minskande",0.0106,"6"
"SE708485-154920",,"Oorganiskt kväve","neutral",0.3523,"6"
"SE708485-154920",,"Lättillgänglig fosfor","neutral",0.1566,"6"
"SE708485-154920",,"Sulfat","neutral",0.867,"6"
"SE708485-154920",,"Kisel","neutral",0.1043,"6"
"SE708485-154920",,"Totalt organiskt kol","ökande",7e-4,"6"
"SE708485-154920",,"Totalkväve","neutral",0.8708,"6"
"SE708485-154920",,"Totalfosfor","neutral",0.4118,"6"
"SE708485-154920",,"pH","neutral",1,"6"
"SE708485-154920",,"Temperatur - vår","neutral",1,"6"
"SE618678-132881",,"Brunhet","neutral",0.6504,"6"
"SE618678-132881",,"Alkalinitet","neutral",0.4981,"6"
"SE618678-132881",,"Konduktivitet","neutral",0.4307,"6"
"SE618678-132881",,"Oorganiskt kväve","neutral",0.4651,"6"
"SE618678-132881",,"Lättillgänglig fosfor","neutral",0.1252,"6"
"SE618678-132881",,"Sulfat","ökande",0.0109,"6"
"SE618678-132881",,"Kisel","ökande",0.0094,"6"
"SE618678-132881",,"Totalt organiskt kol","minskande",0.0308,"6"
"SE618678-132881",,"Totalkväve","neutral",0.3394,"6"
"SE618678-132881",,"Totalfosfor","neutral",0.8661,"6"
"SE618678-132881",,"pH","neutral",0.1239,"6"
"SE618678-132881",,"Temperatur - vår","neutral",0.8065,"6"
"SE626875-133051",,"Brunhet","ökande",0.0028,"6"
"SE626875-133051",,"Alkalinitet","minskande",1e-4,"6"
"SE626875-133051",,"Konduktivitet","minskande",0.0193,"6"
"SE626875-133051",,"Oorganiskt kväve","ökande",0.0079,"6"
"SE626875-133051",,"Lättillgänglig fosfor","neutral",0.3478,"6"
"SE626875-133051",,"Sulfat","neutral",0.8695,"6"
"SE626875-133051",,"Kisel","ökande",0,"6"
"SE626875-133051",,"Totalt organiskt kol","ökande",0.0024,"6"
"SE626875-133051",,"Totalkväve","ökande",5e-4,"6"
"SE626875-133051",,"Totalfosfor","neutral",0.0918,"6"
"SE626875-133051",,"pH","minskande",0.0053,"6"
"SE626875-133051",,"Temperatur - vår","neutral",1,"6"
"SE730224-165025",,"Brunhet","ökande",0.0019,"6"
"SE730224-165025",,"Alkalinitet","minskande",0.0014,"6"
"SE730224-165025",,"Konduktivitet","minskande",5e-4,"6"
"SE730224-165025",,"Oorganiskt kväve","minskande",0.0327,"6"
"SE730224-165025",,"Lättillgänglig fosfor","minskande",0.0146,"6"
"SE730224-165025",,"Sulfat","minskande",0.0103,"6"
"SE730224-165025",,"Kisel","neutral",0.4331,"6"
"SE730224-165025",,"Totalt organiskt kol","ökande",0.0122,"6"
"SE730224-165025",,"Totalkväve","neutral",0.5508,"6"
"SE730224-165025",,"Totalfosfor","neutral",0.3254,"6"
"SE730224-165025",,"pH","neutral",0.1272,"6"
"SE730224-165025",,"Temperatur - vår","neutral",0.8483,"6"
"SE699780-139553",,"Brunhet","neutral",0.1976,"6"
"SE699780-139553",,"Alkalinitet","ökande",0.0289,"6"
"SE699780-139553",,"Konduktivitet","neutral",0.1893,"6"
"SE699780-139553",,"Oorganiskt kväve","neutral",0.5472,"6"
"SE699780-139553",,"Lättillgänglig fosfor","minskande",0.0174,"6"
"SE699780-139553",,"Sulfat","minskande",0.006,"6"
"SE699780-139553",,"Kisel","ökande",0.0058,"6"
"SE699780-139553",,"Totalt organiskt kol","neutral",0.179,"6"
"SE699780-139553",,"Totalkväve","neutral",0.9562,"6"
"SE699780-139553",,"Totalfosfor","neutral",0.1429,"6"
"SE699780-139553",,"pH","ökande",0.0385,"6"
"SE699780-139553",,"Temperatur - vår","neutral",0.4524,"6"
"SE675032-135400",,"Brunhet","neutral",0.2774,"6"
"SE675032-135400",,"Alkalinitet","neutral",0.4146,"6"
"SE675032-135400",,"Konduktivitet","neutral",0.5146,"6"
"SE675032-135400",,"Oorganiskt kväve","neutral",0.3787,"6"
"SE675032-135400",,"Lättillgänglig fosfor","neutral",0.1458,"6"
"SE675032-135400",,"Sulfat","neutral",0.1246,"6"
"SE675032-135400",,"Kisel","neutral",0.9127,"6"
"SE675032-135400",,"Totalt organiskt kol","neutral",0.6639,"6"
"SE675032-135400",,"Totalkväve","neutral",0.663,"6"
"SE675032-135400",,"Totalfosfor","neutral",0.1884,"6"
"SE675032-135400",,"pH","neutral",0.3834,"6"
"SE675032-135400",,"Temperatur - vår","neutral",0.2597,"6"
"SE707822-133430",,"Brunhet","neutral",0.5859,"6"
"SE707822-133430",,"Alkalinitet","neutral",0.1419,"6"
"SE707822-133430",,"Konduktivitet","neutral",0.5146,"6"
"SE707822-133430",,"Oorganiskt kväve","neutral",1,"6"
"SE707822-133430",,"Lättillgänglig fosfor","minskande",0.0315,"6"
